Removed Pin From Net: NetName=GND Pin=C23-1
Removed Pin From Net: NetName=VBUS Pin=C24-2
Removed Pin From Net: NetName=GND Pin=C25-2
Removed Pin From Net: NetName=GND Pin=D4-1
Removed Pin From Net: NetName=VBUS Pin=D4-2
Removed Pin From Net: NetName=USB_UART_N Pin=D4-3
Removed Pin From Net: NetName=USB_UART_P Pin=D4-4
Removed Pin From Net: NetName=LD1 Pin=D6-2
Removed Pin From Net: NetName=LD2 Pin=D7-2
Removed Pin From Net: NetName=LD3 Pin=D8-2
Removed Pin From Net: NetName=LD4 Pin=D9-2
Removed Pin From Net: NetName=LD5 Pin=D10-2
Removed Pin From Net: NetName=GND Pin=R13-2
Removed Pin From Net: NetName=GND Pin=R14-2
Removed Pin From Net: NetName=GND Pin=R15-2
Removed Pin From Net: NetName=GND Pin=R16-2
Removed Pin From Net: NetName=GND Pin=R17-2
Removed Pin From Net: NetName=VBUS Pin=R21-2
Removed Pin From Net: NetName=GND Pin=R22-1
Removed Pin From Net: NetName=RSTb Pin=R23-2
Removed Member From Class: ClassName=PBL44_Sch Member=D4
Removed Member From Class: ClassName=PBL44_Sch Member=R29
Change Component Footprint: Designator=C23 Old Footprint=FP-C0603C-CF-MFG New Footprint=FP-C0805C-DN-MFG
Change Component Footprint: Designator=C25 Old Footprint=FP-C0805C-DN-MFG New Footprint=FP-C0603C-CF-MFG
Change Component Footprint: Designator=R23 Old Footprint=J1-0603 New Footprint=RESC2013X60X35ML10T20
Change Component Comment : Designator=F1 Old Comment=ABLS-12.000MHZ-B4-T New Comment=12MHz
Change Component Comment : Designator=C23 Old Comment=C0603C103K1RACTU New Comment=C0805C470J1GACTU
Change Component Comment : Designator=C25 Old Comment=C0805C470J1GACTU New Comment=C0603C103K1RACTU
Change Component Comment : Designator=P1 Old Comment=Header 2 New Comment=Reset
Change Component Comment : Designator=R23 Old Comment=Res3 New Comment=RC0805FR-073K3L
Change Component Designator: OldDesignator=R8 NewDesignator=R7
Change Component Designator: OldDesignator=R9 NewDesignator=R8
Change Component Designator: OldDesignator=R10 NewDesignator=R9
Change Component Designator: OldDesignator=R11 NewDesignator=R10
Change Component Designator: OldDesignator=R12 NewDesignator=R13
Change Component Designator: OldDesignator=R18 NewDesignator=R20
Change Component Designator: OldDesignator=R20 NewDesignator=R21
Change Component Designator: OldDesignator=R26 NewDesignator=R11
Change Component Designator: OldDesignator=R27 NewDesignator=R25
Change Component Designator: OldDesignator=R28 NewDesignator=R26
Change Component Designator: OldDesignator=R29 NewDesignator=R12
Change Managed Component Library Link : Designator=C23 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=E2D4E95C-0C37-444C-9401-3F1283A89A21 New ItemGUID=7A2623CF-9ADE-4994-BFA3-1E1D95FE9003 Old RevisionGUID=4CCF1DC2-A033-4681-9628-EEB525921AA1 New RevisionGUID=3D818E28-97B4-411D-AB86-6D2D67B2E875
Change Managed Component Library Link : Designator=C25 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=7A2623CF-9ADE-4994-BFA3-1E1D95FE9003 New ItemGUID=E2D4E95C-0C37-444C-9401-3F1283A89A21 Old RevisionGUID=3D818E28-97B4-411D-AB86-6D2D67B2E875 New RevisionGUID=4CCF1DC2-A033-4681-9628-EEB525921AA1
Change Managed Component Library Link : Designator=R23 Old VaultGUID= New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID= New ItemGUID=CF3C0501-104D-4610-BFC3-F54315810403 Old RevisionGUID= New RevisionGUID=95BE92F2-EB43-4488-B4E6-CDC8407E9174
Change component parameters: Designator = "C23" ("C23"); Footprint = "FP-C0603C-CF-MFG"; UniqueID = "\DPDFGTML" ("\DPDFGTML")
Change component parameters (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "47 pF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://content.kemet.com/datasheets/KEM_C1003_C0G_SMD.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey Description"; Value = "CAP CER 47PF 100V 5% NP0 0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.88mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ipc Land Pattern Name"; Value = "CAPC200125X78"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "KEMET"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "C0805C470J1GACTU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser Description"; Value = "Capacitor: ceramic; MLCC; 47pF; 100V; C0G; ±5%; SMD; 0805"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Octopart"; Value = "https://octopart.com/c0805c470j1gactu-kemet-9138638"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "C0805C-DN"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Characteristic"; Value = "C0G"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Coefficient"; Value = "30ppm/°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Tolerance"; Value = "0.05"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Value"; Value = "4u7"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Voltage Rating"; Value = "100 V"; VariantName = "[No Variations]"
Change component parameters: Designator = "C25" ("C25"); Footprint = "FP-C0805C-DN-MFG"; UniqueID = "\PTVLEXLH" ("\PTVLEXLH")
Change component parameters (AddParameter): Name = "Automotive"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Automotive Grade"; Value = "Grade 1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Capacitance"; Value = "100n"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://api.kemet.com/component-edge/download/datasheet/C0603C100J5GACAUTO.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey Description"; Value = "CAP CER 10000PF 100V X7R 0603"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "0.87mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "KEMET"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "C0603C103K1RACTU"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
